id,scientific_name,scientific_name_authorship,taxon_rank,accepted_name_usage,taxonomic_status,occurrence_status,establishment_means,degree_of_establishment,accepted_name_usage_id,family
742ce591-c1f4-4d3d-9574-7b3bca2fd2f7,[Boraginales],,order,[Boraginales],accepted,present,native,native,742ce591-c1f4-4d3d-9574-7b3bca2fd2f7,
b4f92d02-7360-4b6c-b487-23807950507e,[Dilleniales],,order,[Dilleniales],accepted,present,native,native,b4f92d02-7360-4b6c-b487-23807950507e,
ff3f3487-350c-4f31-82ca-a82b6ac81393,[Dillenianae],,superorder,[Dillenianae],accepted,present,native,native,ff3f3487-350c-4f31-82ca-a82b6ac81393,
1eb5837d-3e47-476b-a281-a7c2e8df3a35,[Saxifraganae],,superorder,[Saxifraganae],accepted,present,native,native,1eb5837d-3e47-476b-a281-a7c2e8df3a35,
c7a3dfe9-ec14-4a51-923d-b93162b32a27,Abrodictyum,C.Presl.,genus,Abrodictyum,accepted,present,native,native,c7a3dfe9-ec14-4a51-923d-b93162b32a27,Hymenophyllaceae
5d7b7eed-f92c-457e-b8be-da1c6e9b8f6b,"Abrodictyum caudatum","(Brack.) Ebihara & K.Iwats.",species,"Abrodictyum caudatum",accepted,present,native,native,5d7b7eed-f92c-457e-b8be-da1c6e9b8f6b,Hymenophyllaceae
52477e78-a853-404f-a2bb-075a4275aba1,Abrotanella,,genus,Abrotanella,accepted,present,native,native,52477e78-a853-404f-a2bb-075a4275aba1,Asteraceae
a7d8210f-d902-41d8-ae24-6d4de068fda7,"Abrotanella nivigena","(F.Muell.) F.Muell.",species,"Abrotanella nivigena",accepted,present,native,native,a7d8210f-d902-41d8-ae24-6d4de068fda7,Asteraceae
16df739c-a163-4993-afaa-58c658e97329,Abutilon,,genus,Abutilon,accepted,present,native,native,16df739c-a163-4993-afaa-58c658e97329,Malvaceae
e376c80c-df01-4faa-81ea-174efe6e9e88,"Abutilon fraseri","(Hook.) Walp.",species,"Abutilon fraseri",accepted,present,native,native,e376c80c-df01-4faa-81ea-174efe6e9e88,Malvaceae
5c9b8fcd-1975-4a0a-a019-2ce1909bd67a,"Abutilon fraseri subsp. diplotrichum","(F.Muell.) R.M.Barker",subspecies,"Abutilon fraseri subsp. diplotrichum",accepted,present,native,native,5c9b8fcd-1975-4a0a-a019-2ce1909bd67a,Malvaceae
3d37e29d-be7f-4935-a0ee-ff6f1791fe77,"Abutilon fraseri subsp. fraseri",,subspecies,"Abutilon fraseri subsp. fraseri",accepted,present,native,native,3d37e29d-be7f-4935-a0ee-ff6f1791fe77,Malvaceae
72cb66ba-98b6-4e5b-8b95-63fd1ae5e752,"Abutilon grandifolium","(Willd.) Sweet",species,"Abutilon grandifolium",accepted,present,introduced,casual,72cb66ba-98b6-4e5b-8b95-63fd1ae5e752,Malvaceae
f1f66656-3ba7-46b4-bb28-9df3809ebd43,"Abutilon indicum","(L.) Sweet",species,"Abutilon indicum",accepted,extinct,introduced,,f1f66656-3ba7-46b4-bb28-9df3809ebd43,Malvaceae
63f0cb43-67f9-47ce-8f19-2d01ec2de428,"Abutilon malvifolium","(Benth.) J.M.Black",species,"Abutilon malvifolium",accepted,present,native,native,63f0cb43-67f9-47ce-8f19-2d01ec2de428,Malvaceae
6a04d39c-5fea-4f0a-bc83-6fdb8eeeefbb,"Abutilon otocarpum",F.Muell.,species,"Abutilon otocarpum",accepted,present,native,native,6a04d39c-5fea-4f0a-bc83-6fdb8eeeefbb,Malvaceae
fe1cf971-c191-4679-a421-a207f697c094,"Abutilon oxycarpum","(F.Muell.) F.Muell. ex Benth.",species,"Abutilon oxycarpum",accepted,present,native,native,fe1cf971-c191-4679-a421-a207f697c094,Malvaceae
f769c451-fa03-4c50-aca1-6b11d6732d95,"Abutilon oxycarpum var. malvaefolium",Benth.,variety,"Abutilon malvifolium",homotypicSynonym,present,native,native,63f0cb43-67f9-47ce-8f19-2d01ec2de428,Malvaceae
9a036bb8-f615-4fab-809e-9103defca55f,"Abutilon oxycarpum var. subsagittatum",Domin,variety,"Abutilon oxycarpum var. subsagittatum",accepted,present,native,native,9a036bb8-f615-4fab-809e-9103defca55f,Malvaceae
87e18672-9e5b-4874-88d3-c560ca51a874,"Abutilon pictum","(Gillies ex Hook. & Arn.) Walp.",species,"Abutilon pictum",accepted,present,introduced,established,87e18672-9e5b-4874-88d3-c560ca51a874,Malvaceae
59f9d54c-cf01-488a-84bd-e08d1d8ff083,"Abutilon theophrasti",Medik.,species,"Abutilon theophrasti",accepted,present,introduced,established,59f9d54c-cf01-488a-84bd-e08d1d8ff083,Malvaceae
dfe52d12-cc3f-4620-8a9b-ab8361322615,Acacia,,genus,Acacia,accepted,present,native,native,dfe52d12-cc3f-4620-8a9b-ab8361322615,Fabaceae
588817df-2591-461b-a4c5-c5dc5d18e980,"Acacia acanthoclada",F.Muell.,species,"Acacia acanthoclada",accepted,present,native,native,588817df-2591-461b-a4c5-c5dc5d18e980,Fabaceae
792b7e3c-9d40-487d-8aec-d057fda725e1,"Acacia acanthoclada subsp. acanthoclada",,subspecies,"Acacia acanthoclada subsp. acanthoclada",accepted,present,native,native,792b7e3c-9d40-487d-8aec-d057fda725e1,Fabaceae
63bd1b91-99f6-4eff-b093-675b249e7aad,"Acacia acinacea",Lindl.,species,"Acacia acinacea",accepted,present,native,native,63bd1b91-99f6-4eff-b093-675b249e7aad,Fabaceae
72dd0540-6407-42f7-aa78-d90a36a66e82,"Acacia aculeatissima","J.F.Macbr.   ",species,"Acacia aculeatissima",accepted,present,native,native,72dd0540-6407-42f7-aa78-d90a36a66e82,Fabaceae
eba3f776-5e84-43a4-bf83-f03f7c1f5c7d,"Acacia acuminata",Benth.,species,"Acacia acuminata",accepted,present,introduced,casual,eba3f776-5e84-43a4-bf83-f03f7c1f5c7d,Fabaceae
d482bc62-b03a-4fea-8510-6a32fb82f11d,"Acacia aff. aspera (Brisbane Ranges)",,species,"Acacia aspera subsp. parviceps",synonym,present,native,native,72170b16-8a67-4625-896f-d3328571791f,Fabaceae
62c300f6-42e5-4cfd-87c0-e124b780c0a8,"Acacia aff. dealbata (Monaro)",,species,"Acacia dealbata subsp. subalpina",synonym,present,native,native,57e50d56-5881-4ac4-8130-046979673a9f,Fabaceae
26bfddd1-0e2a-44f2-97bc-91f601cedeb5,"Acacia alpina",F.Muell.,species,"Acacia alpina",accepted,present,native,native,26bfddd1-0e2a-44f2-97bc-91f601cedeb5,Fabaceae
d778ce83-6cc7-4d80-86ea-16e85819ff1e,"Acacia amoena",H.L.Wendl.,species,"Acacia amoena",accepted,present,native,native,d778ce83-6cc7-4d80-86ea-16e85819ff1e,Fabaceae
6e24c8cd-bbd6-4c8e-abdb-753f62287f2f,"Acacia ancistrophylla",C.R.P.Andrews,species,"Acacia ancistrophylla",accepted,present,native,native,6e24c8cd-bbd6-4c8e-abdb-753f62287f2f,Fabaceae
07ca7c9c-95b7-49f3-83a8-f1267d79a996,"Acacia ancistrophylla var. lissophylla","Cowan & Maslin",variety,"Acacia ancistrophylla var. lissophylla",accepted,present,native,native,07ca7c9c-95b7-49f3-83a8-f1267d79a996,Fabaceae
1c71a762-47dd-475d-abaa-5048a5f26648,"Acacia argyrophylla",Hook.,species,"Acacia argyrophylla",accepted,extinct,native,native,1c71a762-47dd-475d-abaa-5048a5f26648,Fabaceae
522fbfcf-7a17-4350-953b-ca7f765ff0fe,"Acacia armata",R.Br.,species,"Acacia paradoxa",heterotypicSynonym,present,native,native,fc1c0e04-bf6f-4220-aac8-7a26a9eb36dc,Fabaceae
6b2fa0b1-f7b7-4737-a9e7-7c9429c28a56,"Acacia aspera",Lindl.,species,"Acacia aspera",accepted,present,native,native,6b2fa0b1-f7b7-4737-a9e7-7c9429c28a56,Fabaceae
292d0618-9f67-4dbe-9b6f-202b2dd4431e,"Acacia aspera subsp. aspera",,subspecies,"Acacia aspera subsp. aspera",accepted,present,native,native,292d0618-9f67-4dbe-9b6f-202b2dd4431e,Fabaceae
72170b16-8a67-4625-896f-d3328571791f,"Acacia aspera subsp. parviceps",N.G.Walsh,subspecies,"Acacia aspera subsp. parviceps",accepted,present,native,native,72170b16-8a67-4625-896f-d3328571791f,Fabaceae
86d88785-b188-43d5-8f89-f82c3708d6b8,"Acacia ausfeldii",Regel,species,"Acacia ausfeldii",accepted,present,native,native,86d88785-b188-43d5-8f89-f82c3708d6b8,Fabaceae
238b3bfd-4a0c-4638-b928-485897ec580d,"Acacia baileyana",F.Muell.,species,"Acacia baileyana",accepted,present,introduced,established,238b3bfd-4a0c-4638-b928-485897ec580d,Fabaceae
57030e5e-5104-4983-8794-c7c8e6b39353,"Acacia binervia","(J.C.Wendl.) J.F.Macbr.",species,"Acacia binervia",accepted,present,native,native,57030e5e-5104-4983-8794-c7c8e6b39353,Fabaceae
6a7f0f74-4396-4365-8f59-ade85e6a2efc,"Acacia bivenosa subsp. wayi","(Maiden) Pedley",subspecies,"Acacia cupularis",heterotypicSynonym,present,native,native,d9dacc5e-ba7b-4dcb-a9cc-f9f93292d4f0,Fabaceae
424647e8-19d1-49dd-9a05-9285475d54a3,"Acacia boormanii",Maiden,species,"Acacia boormanii",accepted,present,native,native,424647e8-19d1-49dd-9a05-9285475d54a3,Fabaceae
c099825a-f06d-4e17-a587-77207c25e3c7,"Acacia boormanii subsp. boormanii",,subspecies,"Acacia boormanii subsp. boormanii",accepted,present,native,native,c099825a-f06d-4e17-a587-77207c25e3c7,Fabaceae
bfad5dd5-a96f-4673-be22-7df3bd431b9e,"Acacia boormanii subsp. gibba",K.J.Tucker,subspecies,"Acacia boormanii subsp. gibba",accepted,present,native,native,bfad5dd5-a96f-4673-be22-7df3bd431b9e,Fabaceae
58ae511f-56e4-4d8d-abd7-44ea03174d52,"Acacia botrycephala","(Vent.) Desf.",species,"Acacia terminalis",heterotypicSynonym,present,native,native,85f77f60-3602-4939-a913-77668789546a,Fabaceae
3d32c7c5-a8c6-4572-b9fe-8d7031b6befc,"Acacia brachybotrya",Benth.,species,"Acacia brachybotrya",accepted,present,native,native,3d32c7c5-a8c6-4572-b9fe-8d7031b6befc,Fabaceae
3b409aa5-3392-4d3a-affe-c74116ef1553,"Acacia brownii","(Poir.) Steud.",species,"Acacia brownii",accepted,present,native,native,3b409aa5-3392-4d3a-affe-c74116ef1553,Fabaceae
e34fae70-5d2a-47a8-bcdd-65cda02dd435,"Acacia buxifolia",A.Cunn.,species,"Acacia buxifolia",accepted,present,native,native,e34fae70-5d2a-47a8-bcdd-65cda02dd435,Fabaceae
d3ae3354-f239-4511-892f-27ae0b4a3cec,"Acacia buxifolia subsp. buxifolia",,subspecies,"Acacia buxifolia subsp. buxifolia",accepted,present,native,native,d3ae3354-f239-4511-892f-27ae0b4a3cec,Fabaceae
ae25af1a-127c-495a-898a-107df378bd84,"Acacia caerulescens","Maslin & Court",species,"Acacia caerulescens",accepted,present,native,native,ae25af1a-127c-495a-898a-107df378bd84,Fabaceae
12add050-aaaa-4076-b056-ef2c8e8d072b,"Acacia calamifolia","Sweet ex Lindl.",species,"Acacia euthycarpa",misapplication,present,native,native,8c604e71-41d9-4a86-b525-3c7b1d4f39b1,Fabaceae
80fd85d5-f6ac-4ce4-9e66-efdb6f4e2fa3,"Acacia cardiophylla","A.Cunn. ex Benth.",species,"Acacia cardiophylla",accepted,present,introduced,casual,80fd85d5-f6ac-4ce4-9e66-efdb6f4e2fa3,Fabaceae
711600ac-7f8a-4ea9-a404-b1769c049728,"Acacia cineramis",H.K.Orel,species,"Acacia cineramis",accepted,present,native,native,711600ac-7f8a-4ea9-a404-b1769c049728,Fabaceae
ded6fe31-cefe-41d4-82bf-23574075d469,"Acacia cognata",Domin,species,"Acacia cognata",accepted,present,native,native,ded6fe31-cefe-41d4-82bf-23574075d469,Fabaceae
73ec4261-4198-4380-9e61-cc91ed119426,"Acacia colletioides",Benth.,species,"Acacia colletioides",accepted,present,native,native,73ec4261-4198-4380-9e61-cc91ed119426,Fabaceae
76abff97-353c-4dcb-9c1b-a4beacdd8371,"Acacia cultriformis","A.Cunn. ex G.Don",species,"Acacia cultriformis",accepted,present,introduced,casual,76abff97-353c-4dcb-9c1b-a4beacdd8371,Fabaceae
d9dacc5e-ba7b-4dcb-a9cc-f9f93292d4f0,"Acacia cupularis",Domin,species,"Acacia cupularis",accepted,present,native,native,d9dacc5e-ba7b-4dcb-a9cc-f9f93292d4f0,Fabaceae
a8e3ac39-0320-48ff-a4a3-ab735047042f,"Acacia cyclops","A.Cunn. ex G.Don",species,"Acacia cyclops",accepted,present,introduced,established,a8e3ac39-0320-48ff-a4a3-ab735047042f,Fabaceae
0ec9129c-7dff-4156-8031-57141ee0593e,"Acacia dallachiana",F.Muell.,species,"Acacia dallachiana",accepted,present,native,native,0ec9129c-7dff-4156-8031-57141ee0593e,Fabaceae
3b2a87ee-27d5-40cf-9f83-b74814b0290f,"Acacia daviesii",M.Bartolome,species,"Acacia daviesii",accepted,present,native,native,3b2a87ee-27d5-40cf-9f83-b74814b0290f,Fabaceae
79f38ae8-d79f-4dcd-848e-2be540e822ce,"Acacia dawsonii",R.T.Baker,species,"Acacia dawsonii",accepted,present,native,native,79f38ae8-d79f-4dcd-848e-2be540e822ce,Fabaceae
0c8e21a6-fe09-4835-84e1-d9531ad24728,"Acacia dealbata",Link,species,"Acacia dealbata",accepted,present,native,native,0c8e21a6-fe09-4835-84e1-d9531ad24728,Fabaceae
e85198e9-5e6b-4901-aeaa-2e440501e05b,"Acacia dealbata subsp. dealbata",,subspecies,"Acacia dealbata subsp. dealbata",accepted,present,native,native,e85198e9-5e6b-4901-aeaa-2e440501e05b,Fabaceae
57e50d56-5881-4ac4-8130-046979673a9f,"Acacia dealbata subsp. subalpina","Tindale & Kodela",subspecies,"Acacia dealbata subsp. subalpina",accepted,present,native,native,57e50d56-5881-4ac4-8130-046979673a9f,Fabaceae
9ea8dce7-a5ee-4ea5-bf33-6393a08e8fb0,"Acacia deanei","(R.T.Baker) Welch",species,"Acacia deanei",accepted,present,native,native,9ea8dce7-a5ee-4ea5-bf33-6393a08e8fb0,Fabaceae
282adacf-5e8e-4967-be30-58fbaf3af753,"Acacia deanei subsp. deanei",,subspecies,"Acacia deanei subsp. deanei",accepted,present,native,native,282adacf-5e8e-4967-be30-58fbaf3af753,Fabaceae
a13c34fc-7b81-434c-ad04-91e5a9b60754,"Acacia deanei subsp. paucijuga","(F.Muell. ex N.A.Wakef.) Tindale",subspecies,"Acacia deanei subsp. paucijuga",accepted,present,native,native,a13c34fc-7b81-434c-ad04-91e5a9b60754,Fabaceae
6f37dcce-adf8-48f8-99b9-18400991f5e7,"Acacia decora",Rchb.,species,"Acacia decora",accepted,present,native,native,6f37dcce-adf8-48f8-99b9-18400991f5e7,Fabaceae
450d5c45-2a9e-4975-800e-8bb891debdc1,"Acacia decurrens",Willd.,species,"Acacia decurrens",accepted,present,introduced,established,450d5c45-2a9e-4975-800e-8bb891debdc1,Fabaceae
87754555-b93a-4494-8cd4-5d7147275ff2,"Acacia dictyocarpa",Benth.,species,"Acacia dictyocarpa",accepted,present,native,native,87754555-b93a-4494-8cd4-5d7147275ff2,Fabaceae
99509391-ac57-42ec-b474-f560d33d8f01,"Acacia difformis",R.T.Baker,species,"Acacia difformis",accepted,present,native,native,99509391-ac57-42ec-b474-f560d33d8f01,Fabaceae
0fd62560-e295-4c59-b17a-02db46d035e1,"Acacia diffusa",Lindl.,species,"Acacia genistifolia",heterotypicSynonym,present,native,native,eea96412-e771-4d26-8263-45c5f9bfd414,Fabaceae
39355758-2ef5-4949-b38b-4492648964f5,"Acacia dodonaeifolia","(Pers.) Balb.",species,"Acacia dodonaeifolia",accepted,present,native,native,39355758-2ef5-4949-b38b-4492648964f5,Fabaceae
a8708a13-4e08-44c0-9a55-66ceb1771171,"Acacia doratoxylon",A.Cunn.,species,"Acacia doratoxylon",accepted,present,native,native,a8708a13-4e08-44c0-9a55-66ceb1771171,Fabaceae
05c9d5ce-b88d-4671-92a6-4efa7a6fee0d,"Acacia elata","A.Cunn. ex Benth.",species,"Acacia elata",accepted,present,introduced,established,05c9d5ce-b88d-4671-92a6-4efa7a6fee0d,Fabaceae
47bb4204-80e2-446f-ace6-8ea79d291a95,"Acacia elongata","Sieber ex DC.",species,"Acacia elongata",accepted,present,introduced,casual,47bb4204-80e2-446f-ace6-8ea79d291a95,Fabaceae
8fc9083d-6d06-432a-9f5a-d62138fef2d1,"Acacia enterocarpa",R.V.Sm.,species,"Acacia enterocarpa",accepted,present,native,native,8fc9083d-6d06-432a-9f5a-d62138fef2d1,Fabaceae
8c604e71-41d9-4a86-b525-3c7b1d4f39b1,"Acacia euthycarpa","(J.M.Black) J.M.Black",species,"Acacia euthycarpa",accepted,present,native,native,8c604e71-41d9-4a86-b525-3c7b1d4f39b1,Fabaceae
3e126cf9-3121-45e7-9a9c-5c0bbe8f869e,"Acacia euthycarpa subsp. 1",,subspecies,"Acacia euthycarpa subsp. euthycarpa",synonym,present,native,native,02a5eac6-ecef-4a35-8815-609562fc8ca1,Fabaceae
bce3b752-7348-4479-ae4c-9c15578e6728,"Acacia euthycarpa subsp. 2",(Mallee),subspecies,"Acacia euthycarpa subsp. oblanceolata",synonym,present,native,native,bd46c7db-48f0-4a69-9877-e8eb4deaf8bc,Fabaceae
02a5eac6-ecef-4a35-8815-609562fc8ca1,"Acacia euthycarpa subsp. euthycarpa",,subspecies,"Acacia euthycarpa subsp. euthycarpa",accepted,present,native,native,02a5eac6-ecef-4a35-8815-609562fc8ca1,Fabaceae
bd46c7db-48f0-4a69-9877-e8eb4deaf8bc,"Acacia euthycarpa subsp. oblanceolata","Stephen H.Wright",subspecies,"Acacia euthycarpa subsp. oblanceolata",accepted,present,native,native,bd46c7db-48f0-4a69-9877-e8eb4deaf8bc,Fabaceae
a639e68e-666a-42fa-8094-315c8f875b6d,"Acacia extensa",Lindl.,species,"Acacia extensa",accepted,present,introduced,established,a639e68e-666a-42fa-8094-315c8f875b6d,Fabaceae
e8783115-5f6f-4f95-bf88-c3c9f6b72998,"Acacia exudans",Lindl.,species,"Acacia exudans",accepted,present,native,native,e8783115-5f6f-4f95-bf88-c3c9f6b72998,Fabaceae
c8493ce0-1b3a-4665-8b8c-3cd6657eea3f,"Acacia falciformis",DC.,species,"Acacia falciformis",accepted,present,native,native,c8493ce0-1b3a-4665-8b8c-3cd6657eea3f,Fabaceae
86f0e232-3d3c-4828-9411-4f8e9f903178,"Acacia farinosa",Lindl.,species,"Acacia farinosa",accepted,present,native,native,86f0e232-3d3c-4828-9411-4f8e9f903178,Fabaceae
74ead0aa-580b-4b52-9f3d-4a83d15d9313,"Acacia fimbriata","A.Cunn. ex G.Don",species,"Acacia fimbriata",accepted,present,introduced,casual,74ead0aa-580b-4b52-9f3d-4a83d15d9313,Fabaceae
18b6651c-5635-4fe2-8d54-0b5d59daa795,"Acacia flexifolia","A.Cunn. ex Benth.",species,"Acacia flexifolia",accepted,present,native,native,18b6651c-5635-4fe2-8d54-0b5d59daa795,Fabaceae
5079e9e1-c9ed-47d9-8d91-5033b4cad41f,"Acacia floribunda","(Vent.) Willd.",species,"Acacia floribunda",accepted,present,native,native,5079e9e1-c9ed-47d9-8d91-5033b4cad41f,Fabaceae
554a43fa-53b6-4767-aa5b-c04b2d707b40,"Acacia frigescens",J.H.Willis,species,"Acacia frigescens",accepted,present,native,native,554a43fa-53b6-4767-aa5b-c04b2d707b40,Fabaceae
eea96412-e771-4d26-8263-45c5f9bfd414,"Acacia genistifolia",Link,species,"Acacia genistifolia",accepted,present,native,native,eea96412-e771-4d26-8263-45c5f9bfd414,Fabaceae
22131628-024d-45b0-809f-0fb2d53bd275,"Acacia genistifolia subsp. attenuata",A.T.Webb,subspecies,"Acacia genistifolia subsp. attenuata",accepted,present,native,native,22131628-024d-45b0-809f-0fb2d53bd275,Fabaceae
f2d57523-a804-4a84-b98c-b4a25637b5c5,"Acacia genistifolia subsp. genistifolia",,subspecies,"Acacia genistifolia subsp. genistifolia",accepted,present,native,native,f2d57523-a804-4a84-b98c-b4a25637b5c5,Fabaceae
fd1633a4-7189-4008-9b73-943d77d1d5c4,"Acacia genistifolia subsp. platyphylla",A.T.Webb,subspecies,"Acacia genistifolia subsp. platyphylla",accepted,present,native,native,fd1633a4-7189-4008-9b73-943d77d1d5c4,Fabaceae
905f5ff7-f434-4d9b-9a98-bbf7a036e38f,"Acacia glandulicarpa",Reader,species,"Acacia glandulicarpa",accepted,present,native,native,905f5ff7-f434-4d9b-9a98-bbf7a036e38f,Fabaceae
01ede70f-a618-4309-8f03-90ccd4afeb0d,"Acacia gunnii",Benth.,species,"Acacia gunnii",accepted,present,native,native,01ede70f-a618-4309-8f03-90ccd4afeb0d,Fabaceae
684adc2c-28e0-4899-aae4-598f6c51b902,"Acacia hakeoides","A.Cunn. ex Benth.",species,"Acacia hakeoides",accepted,present,native,native,684adc2c-28e0-4899-aae4-598f6c51b902,Fabaceae
581bd5b0-c994-4630-99ad-5e28d0f130f8,"Acacia hakeoides var. angustifolia",J.H.Willis,variety,"Acacia williamsonii",homotypicSynonym,present,native,native,68b0acb2-8539-45d2-9c38-ef5156fc5ebb,Fabaceae
61a1f756-494d-4631-88e9-6004b44f7b21,"Acacia halliana",Maslin,species,"Acacia halliana",accepted,present,native,native,61a1f756-494d-4631-88e9-6004b44f7b21,Fabaceae
a369d873-c502-4ca4-9bb3-f68485c77e7a,"Acacia havilandiorum",Maiden,species,"Acacia havilandiorum",accepted,present,native,native,a369d873-c502-4ca4-9bb3-f68485c77e7a,Fabaceae
cc867fc4-cef4-4278-aa88-89fce52dcd9a,"Acacia homalophylla","A.Cunn. ex Benth.",species,"Acacia homalophylla",accepted,present,native,native,cc867fc4-cef4-4278-aa88-89fce52dcd9a,Fabaceae
f9d0ac14-065c-462d-a5f5-565343ef3761,"Acacia howittii",F.Muell.,species,"Acacia howittii",accepted,present,native,native,f9d0ac14-065c-462d-a5f5-565343ef3761,Fabaceae
7d607d97-2df6-4817-8415-3a82555bce42,"Acacia implexa",Benth.,species,"Acacia implexa",accepted,present,native,native,7d607d97-2df6-4817-8415-3a82555bce42,Fabaceae
5a2f6a0b-bb88-4dc8-b630-0b8dd2736784,"Acacia infecunda","Molyneux & Forrester",species,"Acacia infecunda",accepted,present,native,native,5a2f6a0b-bb88-4dc8-b630-0b8dd2736784,Fabaceae
add9186c-efc6-42f6-81a4-b7fcb61098da,"Acacia irrorata","Sieber ex Spreng.",species,"Acacia irrorata",accepted,present,native,native,add9186c-efc6-42f6-81a4-b7fcb61098da,Fabaceae
7156af41-8303-409e-bd41-0e7c51842009,"Acacia irrorata subsp. irrorata",,subspecies,"Acacia irrorata subsp. irrorata",accepted,present,native,native,7156af41-8303-409e-bd41-0e7c51842009,Fabaceae
9be0f6d3-1f3e-4cb7-b096-76e30c1fc02f,"Acacia iteaphylla","F.Muell. ex Benth.",species,"Acacia iteaphylla",accepted,present,introduced,established,9be0f6d3-1f3e-4cb7-b096-76e30c1fc02f,Fabaceae
aba4b501-f1da-4e86-b49e-b7f35e8e85f6,"Acacia kettlewelliae",Maiden,species,"Acacia kettlewelliae",accepted,present,native,native,aba4b501-f1da-4e86-b49e-b7f35e8e85f6,Fabaceae
d09df975-afa7-419c-9287-45ecf96243c0,"Acacia kybeanensis","Maiden & Blakely",species,"Acacia kybeanensis",accepted,present,native,native,d09df975-afa7-419c-9287-45ecf96243c0,Fabaceae
976dfc81-deb0-4205-9f72-49ab6287b25c,"Acacia lanigera",A.Cunn.,species,"Acacia lanigera",accepted,present,native,native,976dfc81-deb0-4205-9f72-49ab6287b25c,Fabaceae
d32838cb-a181-4157-a47b-3eee9f16ac8f,"Acacia lanigera var. gracilipes",Benth.,variety,"Acacia lanigera var. gracilipes",accepted,present,native,native,d32838cb-a181-4157-a47b-3eee9f16ac8f,Fabaceae
f7d0c058-93f2-49d9-98a8-6857fc0466e0,"Acacia lanigera var. lanigera",,variety,"Acacia lanigera var. lanigera",accepted,present,native,native,f7d0c058-93f2-49d9-98a8-6857fc0466e0,Fabaceae
d62af1b0-48b2-4edc-8f47-e4c5a891efa7,"Acacia lanigera var. whanii","(F.Muell. ex Benth.) Pescott",variety,"Acacia lanigera var. whanii",accepted,present,native,native,d62af1b0-48b2-4edc-8f47-e4c5a891efa7,Fabaceae
da49fd90-e9b7-4041-bd31-e7510215bead,"Acacia leprosa","Sieber ex DC.",species,"Acacia leprosa",accepted,present,native,native,da49fd90-e9b7-4041-bd31-e7510215bead,Fabaceae
3e0c9b92-613e-4364-b3f6-feffbb2ff4ba,"Acacia leprosa (Dandenong Range variant)",,species,"Acacia stictophylla",synonym,present,native,native,787e2ae6-114e-4755-be47-77db6efce9a6,Fabaceae
f2b304d0-7ed7-436f-b639-0b77f6149c76,"Acacia leprosa (large phyllode variant)",,species,"Acacia leprosa var. uninervia",synonym,present,native,native,41778fcb-5b12-4bc0-9fff-bec041c347bc,Fabaceae
cb712020-01c7-4b43-ada3-80537c2ea258,"Acacia leprosa (Seymour variant)",,species,"Acacia verniciflua",synonym,present,native,native,0c6b0803-3b9a-4766-8bc1-946f22b2994e,Fabaceae
62ffd5db-0bba-44f1-987a-1dfd4fa8fbb5,"Acacia leprosa (type variant)",,species,"Acacia leprosa var. uninervia",synonym,present,native,native,41778fcb-5b12-4bc0-9fff-bec041c347bc,Fabaceae
1e8ea248-1b0f-4b1a-9485-5f223aa97d30,"Acacia leprosa var. crassipoda","Maslin & D.J.Murphy",variety,"Acacia leprosa var. crassipoda",accepted,present,native,native,1e8ea248-1b0f-4b1a-9485-5f223aa97d30,Fabaceae
fb01836e-de81-4557-bc33-edff35eb0db9,"Acacia leprosa var. graveolens","Maslin & D.J.Murphy",variety,"Acacia leprosa var. graveolens",accepted,present,native,native,fb01836e-de81-4557-bc33-edff35eb0db9,Fabaceae
cb89ca45-7a0b-49af-83ff-59960ae2e71e,"Acacia leprosa var. magna","Maslin & D.J.Murphy",variety,"Acacia leprosa var. magna",accepted,present,native,native,cb89ca45-7a0b-49af-83ff-59960ae2e71e,Fabaceae
41778fcb-5b12-4bc0-9fff-bec041c347bc,"Acacia leprosa var. uninervia","Maslin & D.J.Murphy",variety,"Acacia leprosa var. uninervia",accepted,present,native,native,41778fcb-5b12-4bc0-9fff-bec041c347bc,Fabaceae
63a7cef2-7cb3-4a76-856e-9d06992ba45c,"Acacia ligulata","A.Cunn. ex Benth.",species,"Acacia ligulata",accepted,present,native,native,63a7cef2-7cb3-4a76-856e-9d06992ba45c,Fabaceae
b194af23-eaf4-4731-9953-cc073889d837,"Acacia linearifolia","Maiden & Blakely",species,"Acacia linearifolia",accepted,present,native,native,b194af23-eaf4-4731-9953-cc073889d837,Fabaceae
3189d8c0-e943-4c56-a464-be569f43f3c4,"Acacia lineata","A.Cunn. ex Don",species,"Acacia lineata",accepted,present,native,native,3189d8c0-e943-4c56-a464-be569f43f3c4,Fabaceae
04b5524d-c67e-4b6a-a9e9-6207c7f76d6c,"Acacia lineolata",Benth.,species,"Acacia ancistrophylla var. lissophylla",heterotypicSynonym,present,native,native,07ca7c9c-95b7-49f3-83a8-f1267d79a996,Fabaceae
e778e955-4b30-4272-8a30-8cee61008dec,"Acacia loderi",Maiden,species,"Acacia loderi",accepted,present,native,native,e778e955-4b30-4272-8a30-8cee61008dec,Fabaceae
6fbc322c-cdf2-4526-a261-353a4a41f290,"Acacia longifolia","(Andrews) Willd.",species,"Acacia longifolia",accepted,present,native,native,6fbc322c-cdf2-4526-a261-353a4a41f290,Fabaceae
44e79a17-8e5e-4988-a39c-35e1f35a1364,"Acacia longifolia subsp. longifolia",,subspecies,"Acacia longifolia subsp. longifolia",accepted,present,native,native,44e79a17-8e5e-4988-a39c-35e1f35a1364,Fabaceae
